ticker;category;isin;description
FVBI11;FUNDS;BRFVBICTF004;FDO INV IMOB VBI FL 4440 - FII
FVPQ11;FUNDS;BRFVPQCTF015;FDO INV IMOB VIA PARQUE SHOPPING - FII
G1AR34;BDR;BRG1ARBDR001;GARTNER INC
G1LL34;BDR;BRG1LLBDR001;GLOBE LIFE INC
G1LW34;BDR;BRG1LWBDR008;CORNING INC
G1MI34;BDR;BRG1MIBDR005;General Mills Inc
G1PC34;BDR;BRG1PCBDR001;GENUINE PARTS CO
G1PI34;BDR;BRG1PIBDR008;Global Payments Inc
G1RM34;BDR;BRG1RMBDR006;GARMIN LTD
G1WW34;BDR;BRG1WWBDR005;WW GRAINGER INC
GBIO33;BDR;BRGBIOBDR008;BIOTOSCANA INVESTMENTS S.A.
GCFF11;FUNDS;BRGCFFCTF009;GALAPAGOS FDO DE FDO - FII FDO INV. IMOB.
GDBR34;BDR;BRGDBRBDR002;GENERAL DYNAMICS CORP.
GEOO34;BDR;BRGEOOBDR000;GENERAL ELECTRIC COMPANY
GEPA3;SHARES;BRGEPAACNOR2;RIO PARANAPANEMA ENERGIA S.A.
GEPA4;SHARES;BRGEPAACNPR9;RIO PARANAPANEMA ENERGIA S.A.
GESE11B;FUNDS;BRGESECTF001;FDO INV IMOB GENERAL SEVERIANO - FII
GFSA3;SHARES;BRGFSAACNOR3;GAFISA S.A.
GGBR3;SHARES;BRGGBRACNOR1;GERDAU S.A.
GGBR4;SHARES;BRGGBRACNPR8;GERDAU S.A.
GGRC11;FUNDS;BRGGRCCTF002;GGR COVEPI RENDA FDO INV IMOB
GGRF11;FUNDS;BRGGRFCTF005;GGR ESTRATEGIA FDO INV IMOB - FII
GILD34;BDR;BRGILDBDR000;GILEAD SCIENCES, INC.
GLAZ11;FUNDS;BRGLAZCTF017;GLAZ CINEMA E VIDEO LTDA. - ME
GMCO34;BDR;BRGMCOBDR008;GENERAL MOTORS COMPANY
GNDI3;SHARES;BRGNDIACNOR2;NOTRE DAME INTERMEDICA PARTICIPACOES SA
GNTV11;FUNDS;BRGNTVCTF012;GRUPO NOVO DE CINEMA E TV LTDA.
GOAU3;SHARES;BRGOAUACNOR1;METALURGICA GERDAU S.A.
GOAU4;SHARES;BRGOAUACNPR8;METALURGICA GERDAU S.A.
GOGL34;BDR;BRGOGLBDR001;ALPHABET INC.
GOGL35;BDR;BRGOGLBDR019;ALPHABET INC.
GOLL4;SHARES;BRGOLLACNPR4;GOL LINHAS AEREAS INTELIGENTES S.A.
GPAR3;SHARES;BRGPARACNOR4;CIA CELG DE PARTICIPACOES - CELGPAR
GPCP3;SHARES;BRGPCPACNOR4;GPC PARTICIPACOES S.A.
GPCP4;SHARES;BRGPCPACNPR1;GPC PARTICIPACOES S.A.
GPIV33;BDR;BRGPIVBDR003;GP INVESTMENTS, LTD.
GPLA5;SHARES;BRGPLAACNPA0;GEPLAN HOTEIS S.A.
GPRK34;BDR;BRGPRKBDR007;GEOPARK LTD
GPRO34;BDR;BRGPROBDR009;GOPRO, INC.
GPSI34;BDR;BRGPSIBDR009;THE GAP, INC.
GRLV11;FUNDS;BRGRLVCTF002;CSHG GR LOUVEIRA FDO DE INV IMOB - FII
GRND3;SHARES;BRGRNDACNOR3;GRENDENE S.A.
GRRO11;FUNDS;BRGRROCTF004;GREEN ROCK - FDO INV IMOB
GSFI11;FUNDS;BRGSFICTF009;GENERAL SHOP E OUTLETS DO BRASIL FDO INV IMOB - FI
GSGI34;BDR;BRGSGIBDR008;GOLDMAN SACHS GROUP INC.
GSHP3;SHARES;BRGSHPACNOR7;GENERAL SHOPPING E OUTLETS DO BRASIL S.A.
GTIS11;FUNDS;BRGTISCTF000;GTIS ENERGIA FDO. INVEST EM PART. INFRAESTRUTURA
GTPC11;FUNDS;BRGTPCCTF017;G. T. PRODUCOES CINEMATOGRAFICAS LTDA.
GTWR11;FUNDS;BRGTWRCTF003;FDO INV IMOB GREEN TOWERS
GUAR3;SHARES;BRGUARACNOR4;GUARARAPES CONFECCOES S.A.
H1AS34;BDR;BRH1ASBDR008;Hasbro Inc
H1BA34;BDR;BRH1BABDR004;HUNTINGTON BANCSHARES INC
H1BI34;BDR;BRH1BIBDR007;Hanesbrands Inc
H1CA34;BDR;BRH1CABDR002;HCA HEALTHCARE INC
H1ES34;BDR;BRH1ESBDR000;Hess Corp
H1FC34;BDR;BRH1FCBDR001;HollyFrontier Corp
H1IG34;BDR;BRH1IGBDR006;HARTFORD FINANCIAL SERVICES GROUP INC
H1II34;BDR;BRH1IIBDR002;HUNTINGTON INGALLS INDUSTRIES INC
H1LT34;BDR;BRH1LTBDR003;HILTON WORLDWIDE HOLDINGS INC
H1OG34;BDR;BRH1OGBDR004;HARLEY-DAVIDSON INC
H1OL34;BDR;BRH1OLBDR004;HOLOGIC INC
H1PE34;BDR;BRH1PEBDR006;HEWLETT PACKARD ENTERPRISE CO
H1RB34;BDR;BRH1RBBDR008;H&R BLOCK INC
H1RL34;BDR;BRH1RLBDR007;HORMEL FOODS CORP
H1SI34;BDR;BRH1SIBDR001;HENRY SCHEIN INC
H1ST34;BDR;BRH1STBDR008;HOST HOTELS & RESORTS INC
H1UM34;BDR;BRH1UMBDR009;HUMANA INC
HAAA11;FUNDS;BRHAAACTF003;HEDGE AAA FDO. INV. IMOB.
HABT11;FUNDS;BRHABTCTF001;HABITAT II - FDO INV IMOB
HAGA3;SHARES;BRHAGAACNOR7;HAGA S.A. INDUSTRIA E COMERCIO
HAGA4;SHARES;BRHAGAACNPR4;HAGA S.A. INDUSTRIA E COMERCIO
HALI34;BDR;BRHALIBDR004;HALLIBURTON COMPANY
HAPV3;SHARES;BRHAPVACNOR4;HAPVIDA PARTICIPACOES E INVESTIMENTOS SA
HBOR3;SHARES;BRHBORACNOR3;HELBOR EMPREENDIMENTOS S.A.
HBRH11;FUNDS;BRHBRHCTF000;FDO.INVEST. IMOB. MULTI RENDA URBANA
HBSA3;SHARES;BRHBSAACNOR0;HIDROVIAS DO BRASIL S.A.
HBTS3;SHARES;BRHBTSACNOR0;CIA HABITASUL DE PARTICIPACOES
HBTS5;SHARES;BRHBTSACNPA3;CIA HABITASUL DE PARTICIPACOES
HBTS6;SHARES;BRHBTSACNPB1;CIA HABITASUL DE PARTICIPACOES
HBTT11;FUNDS;BRHBTTCTF001;FDO INV IMOB HABITAT I
HCRI11;FUNDS;BRHCRICTF006;FDO INV IMOB - FII HOSPITAL DA CRIANÇA
HCTR11;FUNDS;BRHCTRCTF003;HECTARE CE - FDO INV IMOB
HERM11;FUNDS;BRHERMCTF004;FDO INV IMOB HERMES
HETA3;SHARES;BRHETAACNOR2;HERCULES S.A. FABRICA DE TALHERES
HETA4;SHARES;BRHETAACNPR9;HERCULES S.A. FABRICA DE TALHERES
HFOF11;FUNDS;BRHFOFCTF002;HEDGE TOP FOFII 3 FDO INV IMOB
HGBS11;FUNDS;BRHGBSCTF000;HEDGE BRASIL SHOPPING FDO INV IMOB
HGCR11;FUNDS;BRHGCRCTF000;CSHG RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB - FII
HGFF11;FUNDS;BRHGFFCTF008;CSHG IMOB. FOF - FDO INV. IMOB. - FII
HGLG11;FUNDS;BRHGLGCTF004;CSHG LOGÍSTICA FDO INV IMOB - FII
HGPO11;FUNDS;BRHGPOCTF009;CSHG PRIME OFFICES FDO INV IMOB - FII
HGRE11;FUNDS;BRHGRECTF006;CSHG REAL ESTATE FDO INV IMOB - FII
HGRU11;FUNDS;BRHGRUCTF002;CSHG RENDA URBANA - FDO INV IMOB - FII
HGTX3;SHARES;BRHGTXACNOR9;CIA HERING
HLJP3;SHARES;BRHLJPACNOR6;HOTEL LAJE DE PEDRA S.A.
HLOG11;FUNDS;BRHLOGCTF008;HEDGE LOGÍSTICA FDO. INV. IMOB.
HMOC11;FUNDS;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FDO INV IMOB
HOAM5;SHARES;BRHOAMACNPA9;CIA TROPICAL DE HOTEIS DA AMAZONIA
HOAM6;SHARES;BRHOAMACNPB7;CIA TROPICAL DE HOTEIS DA AMAZONIA
HOME34;BDR;BRHOMEBDR002;THE HOME DEPOT, INC.
HONB34;BDR;BRHONBBDR006;HONEYWELL INTERNATIONAL INC.
HOND34;BDR;BRHONDBDR002;HONDA MOTOR CO LTD
HOOT3;SHARES;BRHOOTACNOR2;HOTEIS OTHON S.A.
HOOT4;SHARES;BRHOOTACNPR9;HOTEIS OTHON S.A.
HOSI11;FUNDS;BRHOSICTF009;FDO. INV. IMOB. HOUSI
HPDP11;FUNDS;BRHPDPCTF003;HEDGE SHOPPING PARQUE DOM PEDRO FDO. DE INV. IMOB.
HPQB34;BDR;BRHPQBBDR006;HEWLETT-PACKARD COMPANY
HRDF11;FUNDS;BRHRDFCTF000;HEDGE REALTY DEVELOPMENT FDO INV IMOB
HREC11;FUNDS;BRHRECCTF005;HEDGE RECEBÍVEIS FDO. INVEST. IMOB.
HSHY34;BDR;BRHSHYBDR001;THE HERSHEY COMPANY
HSML11;FUNDS;BRHSMLCTF007;HSI MALL FDO INV IMOB
HTMX11;FUNDS;BRHTMXCTF000;FDO INV IMOB - FII HOTEL MAXINVEST
HUSC11;FUNDS;BRHUSCCTF009;FDO INV IMOB HOSPITAL UNIMED SUL CAPIXABA
HUSI11;FUNDS;BRHUSICTF006;HUSI FDO INV. IMOB.
HYPE3;SHARES;BRHYPEACNOR0;HYPERA S.A.
I1CE34;BDR;BRI1CEBDR003;INTERCONTINENTAL EXCHANGE INC
I1DX34;BDR;BRI1DXBDR001;IDEXX LABORATORIES INC
I1FF34;BDR;BRI1FFBDR003;INTERNATIONAL FLAVORS & FRAGRANCES INC
I1LM34;BDR;BRI1LMBDR007;ILLUMINA INC
I1NC34;BDR;BRI1NCBDR004;INCYTE CORP
I1NF34;BDR;BRI1NFBDR007;IHS MARKIT LTD
I1PC34;BDR;BRI1PCBDR009;INTERNATIONAL PAPER CO
I1PG34;BDR;BRI1PGBDR000;IPG PHOTONICS CORP
I1PH34;BDR;BRI1PHBDR008;INTERPUBLIC GROUP OF COS INC
I1QV34;BDR;BRI1QVBDR007;IQVIA HOLDINGS INC
I1RM34;BDR;BRI1RMBDR004;IRON MOUNTAIN INC
I1RP34;BDR;BRI1RPBDR007;TRANE TECHNOLOGIES PLC
I1SR34;BDR;BRI1SRBDR001;INTUITIVE SURGICAL INC
I1TW34;BDR;BRI1TWBDR009;ILLINOIS TOOL WORKS INC
I1VZ34;BDR;BRI1VZBDR008;INVESCO LTD
IBFF11;FUNDS;BRIBFFCTF007;FDO INV. IMOB. FOF INTEGRAL BREI
IBMB34;BDR;BRIBMBBDR003;INTERNATIONAL BUSINESS MACHINES CORPORATION
IDNT3;SHARES;BRIDNTACNOR5;IDEIASNET S.A.
IDVL3;SHARES;BRIDVLACNOR5;BCO INDUSVAL S.A.
IDVL4;SHARES;BRIDVLACNPR2;BCO INDUSVAL S.A.
IGBR3;SHARES;BRIGBRACNOR7;IGB ELETRÔNICA S/A
IGSN3;SHARES;BRIGSNACNOR0;IGUA SANEAMENTO S.A.
IGTA3;SHARES;BRIGTAACNOR5;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A
IMIV11;FUNDS;BRIMIVCTF005;IMMOB IV - BRAGANÇA FDO. INV. IMOB.
IMIV13;FUNDS;BRIMIVCTF013;IMMOB IV - BRAGANÇA FDO. INV. IMOB.
IMMO11;FUNDS;BRIMMOCTF002;IMMOB II FDO INV IMOB - FII
IMMO13;FUNDS;BRIMMOCTF010;IMMOB II FDO INV IMOB - FII
INEP3;SHARES;BRINEPACNOR1;INEPAR S.A. INDUSTRIA E CONSTRUCOES
INEP4;SHARES;BRINEPACNPR8;INEPAR S.A. INDUSTRIA E CONSTRUCOES
INGG34;BDR;BRINGGBDR009;ING GROEP NV
INNT3;SHARES;BRINNTACNOR4;INTER CONSTRUTORA E INCORPORADORA S.A.
INTI11;FUNDS;BRINTICTF007;FDO INV IMOB INTERMEDIUM - FII
INTU34;BDR;BRINTUBDR003;INTUIT INC
IRBL11;FUNDS;BRIRBLCTF000;IRB INTERNACIONAL FDO INV IMOB -FII
IRBR3;SHARES;BRIRBRACNOR4;IRB - BRASIL RESSEGUROS S.A.
IRDM11;FUNDS;BRIRDMCTF004;FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS
ISBC34;BDR;BRISBCBDR008;INVESTORS BANCORP INC
ISSH11;FUNDS;BRISSHCTF000;INTERNACIONAL SHOPPING FDO INV IMOB
ITLC34;BDR;BRITLCBDR005;INTEL CORPORATION
ITSA3;SHARES;BRITSAACNOR0;ITAUSA S.A.
ITSA4;SHARES;BRITSAACNPR7;ITAUSA S.A.
ITUB3;SHARES;BRITUBACNOR4;ITAU UNIBANCO HOLDING S.A.
ITUB4;SHARES;BRITUBACNPR1;ITAU UNIBANCO HOLDING S.A.
IVLG3B;SHARES;BRIVLGACNOR8;INVITEL LEGACY S.A.
IVPR3B;SHARES;BRIVPRACNOR6;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR
IVPR4B;SHARES;BRIVPRACNPR3;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR
J1BH34;BDR;BRJ1BHBDR007;JB HUNT TRANSPORT SERVICES INC
J1CI34;BDR;BRJ1CIBDR003;JOHNSON CONTROLS INTERNATIONAL PLC
J1EF34;BDR;BRJ1EFBDR005;JEFFERIES FINANCIAL GROUP INC
J1EG34;BDR;BRJ1EGBDR003;JACOBS ENGINEERING GROUP INC
J1KH34;BDR;BRJ1KHBDR008;JACK HENRY & ASSOCIATES INC
J1NP34;BDR;BRJ1NPBDR005;JUNIPER NETWORKS INC
J1WN34;BDR;BRJ1WNBDR001;NORDSTROM INC
JBDU3;SHARES;BRJBDUACNOR6;INDUSTRIAS J B DUARTE S.A.
JBDU4;SHARES;BRJBDUACNPR3;INDUSTRIAS J B DUARTE S.A.
JBSS3;SHARES;BRJBSSACNOR8;JBS S.A.
JCBA6;SHARES;BRJCBAACNPB1;J C BARRETTO FERTILIZANTES S.A.
JDCO34;BDR;BRJDCOBDR001;JD.COM INC
JFEN3;SHARES;BRJFENACNOR0;JOAO FORTES ENGENHARIA S.A.
JHSF3;SHARES;BRJHSFACNOR2;JHSF PARTICIPACOES S.A.
JKDF11;FUNDS;BRJKDFCTF001;FDO INV IMOB JK D - FII
JKEF11;FUNDS;BRJKEFCTF009;FDO INV IMOB JK E - FII
JNJB34;BDR;BRJNJBBDR002;JOHNSON & JOHNSON
JOPA3;SHARES;BRJOPAACNOR5;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP
JOPA4;SHARES;BRJOPAACNPR2;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP
JPMC34;BDR;BRJPMCBDR009;JPMORGAN CHASE & CO.
JPPA11;FUNDS;BRJPPACTF005;JPP ALLOCATION MOGNO - FDO INV IMOB
JPPC11;FUNDS;BRJPPCCTF001;JPP CAPITAL FDO INV IMOB - FII
JPPV11;FUNDS;BRJPPVCTF001;JPP CAPITAL VALUE FDO INV IMOB
JPSA3;SHARES;BRJPSAACNOR6;JEREISSATI PARTICIPACOES S.A.
JRDM11;FUNDS;BRJRDMCTF002;FDO INV IMOB - FII SHOPPING JARDIM SUL
JSLG3;SHARES;BRJSLGACNOR2;JSL S.A.
JSRE11;FUNDS;BRJSRECTF007;JS REAL ESTATE MULTIGESTÃO - FII
JTPR11;FUNDS;BRJTPRCTF001;JT PREV FDO INV IMOB DESENVOLVIMENTO HABITACIONAL
K1CS34;BDR;BRK1CSBDR009;KANSAS CITY SOUTHERN
K1EL34;BDR;BRK1ELBDR000;KELLOGG CO
K1EY34;BDR;BRK1EYBDR003;KEYCORP
K1IM34;BDR;BRK1IMBDR009;KIMCO REALTY CORP
K1LA34;BDR;BRK1LABDR008;KLA CORP
K1MX34;BDR;BRK1MXBDR008;CARMAX INC
K1RC34;BDR;BRK1RCBDR001;KROGER CO
K1SG34;BDR;BRK1SGBDR000;KEYSIGHT TECHNOLOGIES INC
K1SS34;BDR;BRK1SSBDR005;KOHLS CORP
KALS5;SHARES;BRKALSACNPA6;KA 2 LAUNDRY SERVICES S.A.
KEPL3;SHARES;BRKEPLACNOR1;KEPLER WEBER S.A.
KFOF11;FUNDS;BRKFOFCTF006;FUNDO DE FDO INV IMOB KINEA FII
KHCB34;BDR;BRKHCBBDR007;THE KRAFT HEINZ COMPANY
KINP11;FUNDS;BRKINPCTF001;EVEN PERMUTA KINEA FII - FDO INV IMOB
KLBN11;UNIT;BRKLBNCDAM18;KLABIN S.A.
KLBN11F;UNIT;BRKLBNCDAM18;KLABIN S.A.
KLBN3;SHARES;BRKLBNACNOR2;KLABIN S.A.
KLBN4;SHARES;BRKLBNACNPR9;KLABIN S.A.
KMBB34;BDR;BRKMBBBDR009;KIMBERLY-CLARK CORP
KMIC34;BDR;BRKMICBDR002;KINDER MORGAN INC
KMPR34;BDR;BRKMPRBDR005;KEMPER CORP
KNCR11;FUNDS;BRKNCRCTF000;KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII
KNFF11;FUNDS;BRKNFFCTF008;KINEA REAL ESTATE FUNDS FDO INV IMOB - FII
KNHY11;FUNDS;BRKNHYCTF005;KINEA HIGH YIELD CRI FDO INV IMOB - FII
KNIP11;FUNDS;BRKNIPCTF001;KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII
KNRE11;FUNDS;BRKNRECTF006;KINEA II REAL ESTATE EQUITY FDO INV IMOB
KNRI11;FUNDS;BRKNRICTF007;KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII
L1BT34;BDR;BRL1BTBDR016;LIBERTY GLOBAL PLC
L1CA34;BDR;BRL1CABDR006;LABORATORY CORP OF AMERICA HOLDINGS
L1EG34;BDR;BRL1EGBDR009;LEGGETT  PLATT INC
L1EN34;BDR;BRL1ENBDR005;LENNAR CORP
L1HX34;BDR;BRL1HXBDR007;L3HARRIS TECHNOLOGIES INC
L1IN34;BDR;BRL1INBDR006;LINDE PLC
L1KQ34;BDR;BRL1KQBDR005;LKQ CORP
L1NC34;BDR;BRL1NCBDR009;LINCOLN NATIONAL CORP
L1OE34;BDR;BRL1OEBDR003;LOEWS CORP
L1RC34;BDR;BRL1RCBDR000;LAM RESEARCH CORP
L1UL34;BDR;BRL1ULBDR005;LULULEMON ATHLETICA INC
L1WH34;BDR;BRL1WHBDR009;LAMB WESTON HOLDINGS INC
L1YB34;BDR;BRL1YBBDR008;LyondellBasell Industries NV
LAME3;SHARES;BRLAMEACNOR9;LOJAS AMERICANAS S.A.
LAME4;SHARES;BRLAMEACNPR6;LOJAS AMERICANAS S.A.
LASC11;FUNDS;BRLASCCTF003;LEGATUS SHOPPINGS FDO. INV. IMOB. - FII
LATR11B;FUNDS;BRLATRCTF009;LATERES FDO INV IMOB - FII
LAUP11;FUNDS;BRLAUPCTF019;LAUPER FILMS LTDA.
LBRD34;BDR;BRLBRDBDR002;LIBERTY BROADBAND CORP
LBRN34;BDR;BRLBRNBDR001;L BRANDS, INC.
LCAM3;SHARES;BRLCAMACNOR3;CIA LOCAÇÃO DAS AMÉRICAS
LCII11;FUNDS;BRLCIICTF007;LCI PREMIUM II FDO INV IMOB - FII
LEVE3;SHARES;BRLEVEACNOR2;MAHLE-METAL LEVE S.A.
LGCP11;FUNDS;BRLGCPCTF006;LOGCP INTER FDO INV IMOB
LIGT3;SHARES;BRLIGTACNOR2;LIGHT S.A.
LILY34;BDR;BRLILYBDR006;ELI LILLY AND COMPANY
LINX3;SHARES;BRLINXACNOR0;LINX S.A.
LIPR3;SHARES;BRLIPRACNOR7;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR
LLIS3;SHARES;BRLLISACNOR4;RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.
LMED3;SHARES;BRLMEDACNOR3;LIFEMED INDUSTRIAL EQUIP. DE ART. MÉD. HOSP. S.A.
LMTB34;BDR;BRLMTBBDR009;LOCKHEED MARTIN CORPORATION
LOFT11B;FUNDS;BRLOFTCTF005;LOFT I - FDO INV IMOB
LOFT12B;FUNDS;BRLOFTCTF013;LOFT I - FDO INV IMOB
LOFT13B;FUNDS;BRLOFTCTF021;LOFT I - FDO INV IMOB
LOGG3;SHARES;BRLOGGACNOR7;LOG COMMERCIAL PROPERTIES
LOGN3;SHARES;BRLOGNACNOR3;LOG-IN LOGISTICA INTERMODAL S.A.
LOGS3;SHARES;BRLOGSACNOR2;LOGASA INDUSTRIA E COMERCIO S.A.
LOGS4;SHARES;BRLOGSACNPR9;LOGASA INDUSTRIA E COMERCIO S.A.
LOWC34;BDR;BRLOWCBDR007;LOWES COMPANIES INC
LPSB3;SHARES;BRLPSBACNOR0;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.
LREN3;SHARES;BRLRENACNOR1;LOJAS RENNER S.A.
LSXM34;BDR;BRLSXMBDR005;LIBERTY MEDIA CORP
LTEL3B;SHARES;BRLTELACNOR1;LITEL PARTICIPACOES S.A.
LTLA3B;SHARES;BRLTLAACNOR9;LITELA PARTICIPAÇÕES S.A.
LUGG11;FUNDS;BRLUGGCTF007;LUGGO FDO. INV. IMOB.
LUPA3;SHARES;BRLUPAACNOR8;LUPATECH S.A.
LUXM3;SHARES;BRLUXMACNOR7;TREVISA INVESTIMENTOS S.A.
LUXM4;SHARES;BRLUXMACNPR4;TREVISA INVESTIMENTOS S.A.
LVBI11;FUNDS;BRLVBICTF002;FDO INV IMOB - VBI LOGÍSTICO
LWSA3;SHARES;BRLWSAACNOR8;LOCAWEB SERVIÇOS DE INTERNET S.A.
M1AA34;BDR;BRM1AABDR009;MID-AMERICA APARTMENT COMMUNITIES INC
M1AS34;BDR;BRM1ASBDR001;MASCO CORP
M1CB34;BDR;BRM1CBBDR003;MOLSON COORS BREWING CO
M1CH34;BDR;BRM1CHBDR000;MICROCHIP TECHNOLOGY INC
M1CK34;BDR;BRM1CKBDR004;MCKESSON CORP
M1GM34;BDR;BRM1GMBDR019;MGM RESORTS INTERNATIONAL
M1HK34;BDR;BRM1HKBDR003;MOHAWK INDUSTRIES INC
M1KC34;BDR;BRM1KCBDR004;MCCORMICK & CO INC
M1LM34;BDR;BRM1LMBDR001;MARTIN MARIETTA MATERIALS INC
M1MC34;BDR;BRM1MCBDR000;Marsh & McLennan Cos Inc
M1NS34;BDR;BRM1NSBDR004;Monster Beverage Corp
M1PC34;BDR;BRM1PCBDR003;MARATHON PETROLEUM CORP
M1RO34;BDR;BRM1ROBDR004;MARATHON OIL CORP
M1SC34;BDR;BRM1SCBDR007;MSCI INC
M1SI34;BDR;BRM1SIBDR004;MOTOROLA SOLUTIONS INC
M1TB34;BDR;BRM1TBBDR007;M&T BANK CORP
M1TD34;BDR;BRM1TDBDR003;METTLER-TOLEDO INTERNATIONAL INC
M1TT34;BDR;BRM1TTBDR009;MARRIOTT INTERNATIONAL INC
M1XI34;BDR;BRM1XIBDR004;MAXIM INTEGRATED PRODUCTS INC
MACY34;BDR;BRMACYBDR000;MACYS INC.
MALL11;FUNDS;BRMALLCTF007;MALLS BRASIL PLURAL FDO INV IMOB
MAPT3;SHARES;BRMAPTACNOR8;CEMEPE INVESTIMENTOS S.A.
MAPT4;SHARES;BRMAPTACNPR5;CEMEPE INVESTIMENTOS S.A.
MAQN3;SHARES;BRMAQNACNOR9;MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A.
MAQN4;SHARES;BRMAQNACNPR6;MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A.
MAXR11;FUNDS;BRMAXRCTF009;FDO INV IMOB - FII MAX RETAIL
MBBI11;FUNDS;BRMBBICTF002;MB BI FDO INV IMOB
MBRF11;FUNDS;BRMBRFCTF004;FDO INV IMOB MERCANTIL DO BRASIL - FII
MCCI11;FUNDS;BRMCCICTF008;FDO INV. MAUA CAPITAL RECEBIVEIS IMOB. - FII
MCDC34;BDR;BRMCDCBDR000;MCDONALDS CORP.
MCOR34;BDR;BRMCORBDR005;MOODYS CORP
MCRJ11B;SHARES;BRMCRJCPA003;MUNICÍPIO DO RIO DE JANEIRO
MDIA3;SHARES;BRMDIAACNOR7;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS
MDIN3;SHARES;BRMDINACNOR0;MUNDIAL INC
MDLZ34;BDR;BRMDLZBDR002;MONDELEZ INTERNATIONAL, INC
MDNE3;SHARES;BRMDNEACNOR9;MOURA DUBEUX ENGENHARIA S/A
MDSI3;SHARES;BRMDSIACNOR9;MUNDIAL ASIA HONG KONG
MDTC34;BDR;BRMDTCBDR004;MEDTRONIC PUBLIC LIMITED COMPANY
MEAL3;SHARES;BRMEALACNOR9;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.
MELI34;BDR;BRMELIBDR006;MERCADOLIBRE INC
MERC3;SHARES;BRMERCACNOR2;MERCANTIL BRASIL FINANC S.A. C.F.I.
MERC4;SHARES;BRMERCACNPR9;MERCANTIL BRASIL FINANC S.A. C.F.I.
METB34;BDR;BRMETBBDR004;METLIFE INC
MFAI11;FUNDS;BRMFAICTF005;MERITO FDO. AÇÕES IMOB. FII - FDO INV. IMOB.
MFII11;FUNDS;BRMFIICTF008;MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII - FII
MGEL3;SHARES;BRMGELACNOR6;MANGELS INDUSTRIAL S.A.
MGEL4;SHARES;BRMGELACNPR3;MANGELS INDUSTRIAL S.A.
MGFB3;SHARES;BRMGFBACNOR4;M&G FIBRAS HOLDING S.A.
MGFF11;FUNDS;BRMGFFCTF008;FDO INV IMOB MOGNO FUNDO DE FUNDOS
MGHT11;FUNDS;BRMGHTCTF005;FDO. INV. IMOB. MOGNO HOTEIS
MGLU3;SHARES;BRMGLUACNOR2;MAGAZINE LUIZA S.A.
MILS3;SHARES;BRMILSACNOR2;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.
MINT11;FUNDS;BRMINTCTF009;FUNDO DE INVESTIMENTO IMOBILIÁRIO MINT EDUCACIONAL
MKLC34;BDR;BRMKLCBDR006;MARKEL CORP
MMAQ3;SHARES;BRMMAQACNOR1;MINASMAQUINAS S.A.
MMAQ4;SHARES;BRMMAQACNPR8;MINASMAQUINAS S.A.
MMBR3;SHARES;BRMMBRACNOR7;MAGNETI MARELLI DO BRASIL IND.COM S.A.
MMBR4;SHARES;BRMMBRACNPR4;MAGNETI MARELLI DO BRASIL IND.COM S.A.
MMCA3;SHARES;BRMMCAACNOR1;MAGNETI MARELLI COFAP AUTOPECAS S.A.
MMCA4;SHARES;BRMMCAACNPR8;MAGNETI MARELLI COFAP AUTOPECAS S.A.
MMCF3;SHARES;BRMMCFACNOR0;MAGNETI MARELLI COFAP-CIA FABR PECAS S/A
MMCF4;SHARES;BRMMCFACNPR7;MAGNETI MARELLI COFAP-CIA FABR PECAS S/A
MMMC34;BDR;BRMMMCBDR000;3M COMPANY
MMXM11;SHARES;BRMMXMTRV000;MMX MINERACAO E METALICOS S.A.
MMXM3;SHARES;BRMMXMACNOR2;MMX MINERACAO E METALICOS S.A.
MNBI3;SHARES;BRMNBIACNOR4;MLOG S.A.
MNDL3;SHARES;BRMNDLACNOR4;MUNDIAL S.A. - PRODUTOS DE CONSUMO
MNPR3;SHARES;BRMNPRACNOR5;MINUPAR PARTICIPACOES S.A.
MNZC3B;SHARES;BRMNZCACNOR6;TERMINAL GARAGEM MENEZES CORTES S.A.
MOAR3;SHARES;BRMOARACNOR5;MONTEIRO ARANHA S.A.
MOFF11;FUNDS;BRMOFFCTF002;MULTIOFFICES 2 - FDO. INV. IMOB.
